,Antonyms,Term,Synonyms
3049,"['want', 'need', 'lack', 'insufficiency']",residues,"['debris', 'silt', 'slag', 'difference', 'profit', 'surplus', 'side', 'exuberance', 'glut', 'overkill', 'waste']"
3050,"['build', 'construct']",oxidizing,"['burn', 'sting', 'deteriorate', 'erode', 'impair', 'rot', 'rust', 'ignite']"
3051,[''],dtg,['']
3052,[''],disulfide,['']
3053,[''],isopropyl,['']
3054,[''],boulinguiez,['']
3055,[''],mercaptans,['']
3056,[''],ethyl,['']
3057,[''],mercaptan,['']
3058,[''],organosulfurs,['']
3059,[''],bashkova,['']
3060,[''],tht,['']
3061,[''],bagreev,['']
3062,[''],organosulfur,['']
3063,[''],somani,['']
3064,"['close', 'compress', 'decrease', 'diminish', 'end', 'halt', 'hide', 'hinder', 'lessen', 'narrow', 'reduce', 'restrict', 'shrink', 'stop', 'lower', 'curtail', 'condense', 'abridge', 'contracted', 'compressed', 'shrunken', 'slight', 'small', 'little', 'limited', 'unimportant', 'insignificant', 'exclusive', 'tiny', 'miniature']",expanded,"['bolster', 'broaden', 'develop', 'enlarge', 'grow', 'increase', 'open', 'spread', 'swell', 'widen', 'extend', 'stretched', 'expanded', 'extended', 'inflated', 'intensified', 'magnified', 'swollen', 'extensive', 'broad', 'comprehensive', 'considerable', 'huge', 'large', 'large-scale', 'lengthy', 'major', 'pervasive', 'protracted', 'sweeping', 'vast', 'voluminous', 'wide-ranging']"
3065,[''],micrographs,['']
3066,[''],wherein,['']
3067,"['miss', 'neglect', 'fail', 'hurt', 'spend', 'lose', 'ignore', 'forfeit']",unzipping,"['clarify', 'meet', 'complete', 'earn', 'gain', 'obtain', 'promote', 'reach', 'realize', 'reap', 'secure']"
3068,"['freeze', 'extinguish']",smoke,"['exhaust', 'fog', 'gas', 'mist', 'pollution', 'smog', 'soot', 'vapor', 'booze', 'drink', 'ethanol', 'liquor', 'methanol', 'ensue', 'materialize', 'transpire', 'blaze', 'char', 'heat', 'ignite', 'incinerate', 'light', 'melt', 'scorch', 'smolder', 'torch', 'slaughter']"
3069,[''],windle,['']
3070,[''],synthesized,"['incorporate', 'synthetic']"
3071,[''],marconnet,['']
3072,[''],pdms,['']
3073,[''],rohacell,['']
3074,[''],aerogels,['']
3075,[''],ultralight,['']
3076,[''],dx,['']
3077,"['immaterial', 'imperceptible', 'mental', 'spiritual', 'small', 'little', 'meaningless', 'insignificant', 'unimportant', 'trivial', 'minor', 'whole', 'unfitting', 'improper', 'unsuitable', 'irrelevant', 'inappropriate', 'obscure', 'unnoticeable', 'vague', 'ambiguous', 'invisible', 'indistinct', 'unrecognizable']",material,"['actual', 'appreciable', 'earthly', 'perceptible', 'physical', 'substantial', 'serious', 'meaningful', 'considerable', 'significant', 'goods', 'supply', 'object', 'component', 'element', 'textile', 'equipment', 'substance', 'machinery', 'stuff', 'cloth', 'ingredient', 'information', 'text', 'work', 'data', 'evidence', 'accessory', 'accoutrement', 'trappings', 'germane', 'pertinent', 'relevant', 'suitable', 'suited', 'useful', 'definite', 'detectable', 'discernible', 'marked', 'measurable', 'noticeable', 'observable', 'sizable', 'apt', 'opportune', 'ammunition', 'arms', 'hardware', 'ordnance', 'weaponry']"
3078,[''],magnetically,['']
3079,[''],fhpc,['']
3080,[''],mo,"['moment', 'second']"
3081,[''],separable,['']
3082,[''],basso,['']
3083,[''],celzard,['']
3084,"['invalidate', 'disprove']",peg,"['fix', 'assess', 'audit', 'calculate', 'evaluate', 'examine', 'gauge', 'inspect', 'peg', 'confirm', 'determine', 'divine', 'double-check', 'verify']"
3085,"['fat', 'heavy', 'overweight', 'plump', 'thick', 'chubby', 'sunny', 'bright', 'hopeful', 'happy', 'joyful', 'cheerful']",skeletal,"['bony', 'emaciated', 'skeletal', 'anorexic', 'gaunt', 'scrawny', 'skinny', 'angular', 'bleak', 'forlorn', 'grim', 'thin', 'lanky']"
3086,[''],triton,['']
3087,[''],imorph,['']
3088,[''],pizzi,['']
3089,[''],pppt,['']
3090,"['question', 'silence']",formulation,"['grouping', 'institution', 'management', 'system', 'manufacture', 'construction', 'manufacturing', 'formation', 'production', 'establishment', 'installation', 'inauguration', 'founding', 'definition', 'style', 'word', 'language', 'explanation', 'remark', 'interpretation', 'speech', 'term', 'statement', 'phrase', 'voice', 'formulation']"
3091,"['question', 'silence']",formulations,"['grouping', 'institution', 'management', 'system', 'manufacture', 'construction', 'manufacturing', 'formation', 'production', 'establishment', 'installation', 'inauguration', 'founding', 'definition', 'style', 'word', 'language', 'explanation', 'remark', 'interpretation', 'speech', 'term', 'statement', 'phrase', 'voice', 'formulation']"
3092,[''],pluro,['']
3093,[''],pmdi,['']
3094,"['dull', 'rough', 'dark', 'opaque', 'thick', 'heavy', 'cloudy', 'blocked']",vitreous,"['glazed', 'icy', 'shiny', 'sleek', 'burnished', 'glassy', 'lustrous', 'translucent', 'gauzy', 'sheer', 'clear', 'thin']"
3095,[''],tannin,['']
3096,[''],furanic,['']
3097,[''],std,"['AIDS', 'gonorrhea', 'herpes', 'syphilis', 'pox', 'virus']"
3098,[''],stereology,['']
3099,[''],fccvd,['']
3100,[''],barsema,['']
3101,"['big', 'substantial', 'significant', 'large', 'huge']",molecular,"['atomic', 'infinitesimal', 'insignificant', 'microscopic', 'minimal', 'minuscule', 'precise', 'tiny']"
3102,[''],barrers,['']
3103,[''],adsorbable,['']
3104,[''],kapton,['']
3105,[''],ultem,['']
3106,[''],ffv,['']
3107,"['dirty', 'pour', 'combine']",sieve,"['colander', 'clean', 'drain', 'dribble', 'leak', 'penetrate', 'percolate', 'permeate', 'refine', 'sift', 'trickle', 'winnow', 'cull', 'evaluate', 'filter', 'scan', 'select', 'analyze', 'comb', 'examine', 'explore', 'investigate', 'scrutinize']"
3108,[''],polyimides,['']
3109,"['decline', 'loss', 'decrease', 'rejection', 'hate', 'indecision']",finding,"['conclusion', 'data', 'decision', 'discovery', 'recommendation', 'evaluation', 'finding', 'interpretation', 'judgment', 'opinion', 'reasoning', 'report', 'study', 'summary', 'boost', 'development', 'gain', 'hike', 'improvement', 'leap', 'progress', 'alternative', 'distinction', 'election', 'favorite', 'opportunity', 'option', 'pick', 'preference', 'variety', 'vote']"
3110,"['alike', 'common', 'like', 'normal', 'ordinary', 'resembling', 'same', 'similar', 'standard', 'uniform', 'usual', 'general', 'regular', 'familiar', 'unimportant', 'commonplace', 'indefinite']",different,"['contrasting', 'disparate', 'distant', 'distinct', 'distinctive', 'divergent', 'diverse', 'offbeat', 'other', 'particular', 'peculiar', 'various', 'unusual', 'rare', 'unconventional', 'original', 'specific', 'extraordinary', 'strange', 'bizarre', 'unique', 'special', 'varied', 'abnormal', 'different', 'sundry', 'anomalous', 'odd', 'unnatural', 'conflicting', 'contradictory', 'cacophonous', 'clashing', 'dissonant', 'jarring', 'strident']"
3111,[''],beck,"['estuary', 'stream', 'tributary', 'tide', 'rush', 'flow', 'spate', 'surge', 'current', 'flood', 'torrent']"
3112,[''],cyclohexadiene,['']
3113,[''],dienes,['']
3114,[''],cpd,['']
3115,[''],retro,['']
3116,[''],diels,['']
3117,[''],guhr,['']
3118,[''],debrecen,['']
3119,['repulse'],sugar,"['carbohydrate', 'corrupt', 'entice', 'seduce', 'tempt', 'cellulose', 'glucose', 'lactose', 'starch', 'sugar', 'narcotic']"
3120,[''],alder,['']
3121,[''],tg,['']
3122,[''],cyclopentadiene,['']
3123,"['non-fiction', 'truth']",legends,"['fable', 'fiction', 'folklore', 'lore', 'myth', 'mythology', 'tale', 'tradition']"
3124,[''],within,"['internal', 'remote']"
3125,[''],across,"['abroad', 'away', 'foreign']"
3126,"['rise', 'ascent', 'increase', 'improvement', 'betterment', 'maintain', 'keep', 'hold', 'build', 'raise', 'praise', 'compliment', 'ascend', 'allow', 'go', 'continue', 'start', 'begin', 'arrive', 'appear', 'face', 'advance', 'stay', 'come', 'persevere', 'remain', 'unfasten', 'loose', 'disconnect', 'detach', 'loosen']",drops,"['tumble', 'plunge', 'dip', 'fall', 'decline', 'cut', 'slump', 'slide', 'reduction', 'deterioration', 'downturn', 'shoot', 'lower', 'collapse', 'dump', 'dive', 'shed', 'abandon', 'plummet', 'slip', 'knock', 'release', 'fell', 'sink', 'end', 'stop', 'leave', 'lose', 'cancel', 'disappear', 'drop', 'duck', 'jump', 'leap', 'lunge', 'nose-dive', 'swoop', 'vanish', 'vault', 'desert', 'discard', 'discontinue', 'quit', 'surrender', 'vacate', 'withdraw', 'forgo', 'relinquish', 'renounce', 'halt', 'interrupt', 'nullify', 'scrap', 'scrub', 'terminate', 'attach', 'dock', 'fasten', 'fix', 'moor', 'secure']"
3127,[''],kfm,['']
3128,"['rise', 'ascent', 'increase', 'improvement', 'betterment', 'maintain', 'keep', 'hold', 'build', 'raise', 'praise', 'compliment', 'ascend', 'allow', 'go', 'continue', 'start', 'begin', 'arrive', 'appear', 'face', 'advance', 'stay', 'come', 'persevere', 'remain', 'unfasten', 'loose', 'disconnect', 'detach', 'loosen']",drop,"['tumble', 'plunge', 'dip', 'fall', 'decline', 'cut', 'slump', 'slide', 'reduction', 'deterioration', 'downturn', 'shoot', 'lower', 'collapse', 'dump', 'dive', 'shed', 'abandon', 'plummet', 'slip', 'knock', 'release', 'fell', 'sink', 'end', 'stop', 'leave', 'lose', 'cancel', 'disappear', 'drop', 'duck', 'jump', 'leap', 'lunge', 'nose-dive', 'swoop', 'vanish', 'vault', 'desert', 'discard', 'discontinue', 'quit', 'surrender', 'vacate', 'withdraw', 'forgo', 'relinquish', 'renounce', 'halt', 'interrupt', 'nullify', 'scrap', 'scrub', 'terminate', 'attach', 'dock', 'fasten', 'fix', 'moor', 'secure']"
3129,[''],cdg,['']
3130,[''],ann,['']
3131,[''],kelvin,['']
3132,"['disbelieve', 'disregard', 'ignore', 'misinterpret', 'miss', 'misunderstand', 'neglect', 'overlook', 'secret', 'obtuse', 'insensitive', 'thoughtless', 'careless', 'unknowledgeable', 'unreasonable', 'irrational', 'unintelligent', 'unsound', 'idiotic', 'stupid', 'uninformed', 'uneducated', 'unaware', 'reckless', 'heedless', 'foolish', 'incautious', 'inattentive', 'unsophisticated', 'inexperienced', 'ignorant', 'unwise', 'unrealistic', 'senseless', 'indiscreet']",sensing,"['anticipate', 'appreciate', 'believe', 'discern', 'feel', 'grasp', 'notice', 'perceive', 'realize', 'think', 'understand', 'analysis', 'detection', 'diagnosis', 'disclosure', 'encounter', 'exploration', 'introduction', 'revelation', 'sighting', 'astute', 'aware', 'careful', 'educated', 'enlightened', 'experienced', 'informed', 'judicious', 'knowledgeable', 'perceptive', 'prudent', 'rational', 'sane', 'sensible', 'shrewd', 'smart', 'thoughtful', 'wary', 'well-informed']"
3133,[''],semiconductor,['']
3134,"['cessation', 'idleness', 'inaction', 'inactivity', 'stoppage', 'unemployment', 'fun']",activities,"['action', 'enterprise', 'exercise', 'life', 'movement', 'task', 'work', 'project', 'job', 'venture', 'act', 'endeavor', 'scheme']"
3135,"['cloudy', 'dark', 'dull', 'gloomy', 'obscure', 'unhappy']",fluorescent,"['bright', 'luminous', 'rich', 'shiny', 'sunny', 'enlightening']"
3136,[''],flqy,['']
3137,[''],polyamine,['']
3138,"['lot', 'entirety', 'whole']",dots,"['dab', 'droplet', 'fleck', 'speck', 'sprinkle', 'stud', 'pepper', 'dot', 'pellet', 'stone', 'chunk', 'dose', 'fragment', 'item', 'part', 'portion', 'sample', 'shard', 'slice', 'sliver', 'snippet', 'taste', 'trace']"
3139,[''],bpei,['']
3140,[''],cqds,['']
3141,[''],cqd,['']
3142,[''],quantum,"['budget', 'cost', 'expense', 'extent', 'lot', 'outlay', 'output', 'product', 'sum', 'account', 'allocation', 'total', 'amount', 'quantity', 'volume', 'weight', 'part', 'quota']"
3143,[''],fl,['']
3144,[''],qds,['']
3145,[''],chamber,"['apartment', 'bedroom', 'box', 'cell', 'cubicle', 'hall', 'room', 'legislature', 'organization', 'chamber', 'entrance']"
3146,[''],backscattered,['']
3147,[''],gases,"['smoke', 'vapor']"
3148,[''],adsorbates,['']
3149,[''],uhv,['']
3150,[''],graphane,['']
3151,[''],phg,['']
3152,"['clothed', 'hidden', 'safe', 'unsusceptible', 'protected', 'unhandy', 'useless']",exposed,"['bare', 'defined', 'disclosed', 'discovered', 'naked', 'resolved', 'solved', 'uncovered', 'unprotected', 'susceptible', 'threatened', 'sensitive', 'vulnerable', 'prone', 'available', 'handy', 'reachable', 'usable', 'voiced', 'breezy', 'uncluttered']"
3153,[''],rt,['']
3154,[''],hydrogenation,['']
3155,[''],dosage,"['application', 'lot', 'measure', 'measurement', 'prescription', 'quantity', 'dosage']"
3156,[''],patel,['']
3157,[''],nodulated,['']
3158,"['additional', 'auxiliary', 'extra', 'inessential', 'insignificant', 'lesser', 'minor', 'nonessential', 'secondary', 'subordinate', 'trivial', 'unimportant', 'unnecessary', 'trouble', 'problem', 'question', 'request', 'silence', 'quiet', 'unsubstantial']",key,"['basic', 'crucial', 'decisive', 'fundamental', 'indispensable', 'leading', 'main', 'major', 'pivotal', 'primary', 'principal', 'vital', 'blueprint', 'core', 'indicator', 'code', 'means', 'sign', 'clue', 'passport', 'ticket', 'password', 'guide', 'approach', 'connection', 'entry', 'comment', 'explanation', 'feedback', 'interpretation', 'justification', 'key', 'observation', 'rebuttal', 'remark', 'report', 'resolution', 'response', 'result', 'return', 'solution', 'statement', 'foundation', 'infrastructure', 'source', 'elemental', 'essential', 'necessary', 'primitive', 'underlying', 'important', 'paramount', 'significant']"
3159,[''],road,"['artery', 'avenue', 'boulevard', 'course', 'drive', 'expressway', 'highway', 'lane', 'line', 'pathway', 'pavement', 'roadway', 'route', 'street', 'subway', 'thoroughfare', 'track', 'trail', 'way', 'approach', 'connection', 'entry', 'access', 'path', 'corridor', 'duct', 'passage', 'road', 'sewer', 'tube', 'channel', 'entrance', 'outlet', 'promenade']"
3160,[''],monthioux,['']
3161,"['hot', 'warm', 'amicable', 'friendly']",north,"['northward', 'freezing', 'frigid', 'glacial', 'icy']"
3162,"['lot', 'entirety', 'whole']",grains,"['cereal', 'corn', 'fiber', 'dot', 'pellet', 'stone', 'berry', 'grain', 'kernel', 'bean', 'chunk', 'dose', 'fragment', 'item', 'part', 'portion', 'sample', 'shard', 'slice', 'sliver', 'snippet', 'taste', 'trace']"
3163,[''],lab,"['workshop', 'lab']"
3164,[''],pyrolytic,['']
3165,[''],bayview,['']
3166,[''],crenulated,['']
3167,[''],allouche,['']
3168,[''],csiro,['']
3169,[''],normanby,['']
3170,[''],victoria,['']
3171,[''],clayton,['']
3172,[''],liaoning,['']
3173,"['spend', 'worsen', 'dirty', 'expand', 'dampen', 'fill', 'grow', 'wet', 'soak', 'bloom']",swabbing,"['daub', 'mop', 'bathe', 'brush', 'cleanse', 'disinfect', 'dredge', 'dust', 'flush', 'pick', 'rinse', 'scrape', 'scrub', 'soak', 'sweep', 'vacuum', 'wash', 'wipe', 'smear', 'smudge', 'swab', 'bake', 'blot', 'deplete', 'drain', 'empty', 'evaporate', 'exhaust', 'sear', 'shrivel', 'wilt', 'wither']"
3174,"['spend', 'lose', 'debt', 'loss', 'release']",net,"['screen', 'network', 'accumulate', 'earn', 'reap', 'donation', 'earnings', 'gain', 'profit', 'return', 'assault', 'surround', 'trap', 'waylay']"
3175,[''],electrodeposition,['']
3176,[''],fish,"['learner', 'neophyte', 'newcomer', 'novice', 'patsy', 'fish', 'meat', 'slice']"
3177,[''],agnps,['']
3178,[''],hotspots,['']
3179,[''],nanogap,['']
3180,[''],agnfs,['']
3181,[''],nanofiber,['']
3182,[''],simpson,['']
3183,"['unite', 'combine', 'confuse', 'hide', 'misrepresent', 'obscure', 'hesitate']",etch,"['depict', 'engrave', 'imprint', 'incise', 'ingrain', 'inscribe', 'portray', 'stamp', 'burn', 'sting', 'chisel', 'divide', 'etch', 'fashion', 'hack', 'mold', 'sculpt', 'shape', 'slice', 'characterize', 'construe', 'decide', 'delineate', 'describe', 'designate', 'detail', 'determine', 'exemplify', 'explain', 'illustrate', 'interpret', 'prescribe', 'represent', 'specify']"
3184,"['enlarge', 'extend', 'grow', 'increase', 'rise', 'expand', 'develop', 'raise', 'forward', 'advance', 'strengthen', 'prolong']",taper,"['abate', 'dwindle', 'lessen', 'recede', 'subside', 'decrease', 'diminish', 'dull', 'ebb', 'slacken', 'slow', 'taper', 'wane', 'curtail', 'decline', 'lower', 'reduce', 'shrink', 'temper', 'weaken']"
3185,[''],crystallographic,['']
3186,"['fairness', 'justice', 'tolerance', 'impartiality']",bias,"['bigotry', 'favoritism', 'inclination', 'intolerance', 'leaning', 'preference', 'prejudice', 'tendency', 'tilt', 'unfairness', 'sway', 'slant', 'distort', 'incline', 'approach', 'belief', 'bias', 'character', 'demeanor', 'mindset', 'mood', 'notion', 'opinion', 'perspective', 'philosophy', 'position', 'posture', 'reaction', 'sensibility', 'sentiment', 'stance', 'stand', 'temperament', 'view', 'discrimination', 'fanaticism', 'injustice', 'racism', 'sexism', 'bring', 'lead', 'move', 'save', 'turn', 'crosswise', 'slanted']"
3187,[''],lowndes,['']
3188,"['big', 'broad-minded', 'fat', 'generous', 'heavy', 'large', 'liberal', 'plump', 'strong', 'thick', 'wide', 'reasonable', 'full', 'substantial', 'intelligent', 'sufficient', 'adequate', 'concentrated', 'develop', 'increase', 'grow', 'enlarge', 'help', 'assist', 'aid']",thin,"['delicate', 'fragile', 'gaunt', 'lean', 'meager', 'narrow', 'skinny', 'slim', 'small', 'wispy', 'flimsy', 'translucent', 'paper-thin', 'poor', 'shallow', 'sparse', 'transparent', 'skimpy', 'watery', 'weak', 'trim', 'prune', 'irrigate', 'decrease', 'refine', 'diminish', 'weaken', 'contaminate', 'malnourished', 'constrict', 'debilitate', 'vitiate']"
3189,[''],oak,"['arena', 'room', 'theatre', 'cinema', 'movie', 'site', 'amphitheater', 'scene', 'drama', 'house', 'hall', 'auditorium', 'playhouse']"
3190,[''],xrd,['']
3191,[''],melechko,['']
3192,[''],guillorn,['']
3193,[''],mcknight,['']
3194,[''],vacnf,['']
3195,[''],merkulov,['']
3196,[''],fauth,['']
3197,[''],albero,['']
3198,[''],sxrpd,['']
3199,[''],silvestre,['']
3200,"['fat', 'free', 'giving', 'imprecise', 'indefinite', 'inexact', 'loose', 'open', 'strong', 'unlimited', 'release', 'expand', 'extend', 'lengthen', 'increase', 'add', 'enlarge']",narrow,"['cramped', 'definite', 'limited', 'precarious', 'precise', 'slender', 'slim', 'small', 'thin', 'tight', 'diminish', 'tighten', 'limit', 'abbreviate', 'curtail', 'truncate', 'biased', 'abridge', 'blacklist', 'delete', 'edit', 'excise', 'restrict', 'sanitize', 'suppress', 'withhold']"
3201,[''],iiyama,['']
3202,"['block', 'discouragement', 'hindrance', 'annoyance', 'gloom', 'injury', 'hurt', 'doubt', 'distrust', 'depression', 'peace', 'order', 'stillness', 'happiness', 'calm', 'calmness', 'passivity']",stimulus,"['catalyst', 'encouragement', 'fillip', 'impetus', 'incentive', 'motivation', 'stimulant', 'stimulation', 'assistance', 'backing', 'cheer', 'comfort', 'confidence', 'consolation', 'faith', 'fortitude', 'inspiration', 'optimism', 'reassurance', 'relief', 'reward', 'stimulus', 'adventure', 'commotion', 'confusion', 'drama', 'elation', 'emotion', 'feeling', 'frenzy', 'furor', 'fuss', 'hysteria', 'passion', 'rage', 'thrill', 'trepidation', 'tumult', 'turmoil', 'warmth', 'effort', 'strength', 'violence', 'enticement', 'reason']"
